GCC,Clang,Polygeist + MLIR,MLIR-DaCe
0.025939,0.026982,0.043895,0.026033
0.025715,0.026994,0.043692,0.02633
0.025676,0.027065,0.043762,0.020902
0.025761,0.026940,0.043661,0.020876
0.025736,0.027319,0.043712,0.020983
0.025886,0.026899,0.043775,0.020869
0.025770,0.027286,0.043780,0.020929
0.025785,0.026890,0.043794,0.020812
0.025634,0.027419,0.043767,0.020832
0.025888,0.026956,0.043718,0.020795
