GCC,Clang,Polygeist + MLIR,MLIR-DaCe
1.958080,1.977224,2.468531,1.873649
1.938524,1.957868,2.448417,1.858607
1.983231,1.960284,2.446686,1.85352
1.977988,1.951416,2.442893,1.852815
1.967022,1.946200,2.480472,1.856379
2.286874,1.951711,2.470729,1.850382
2.041839,1.973069,2.468541,1.853048
1.943384,1.978738,2.453810,1.853158
1.950173,1.957497,2.454354,1.851121
1.967890,1.899678,2.443551,1.85365
