GCC,Clang,Polygeist + MLIR,MLIR-DaCe
34754,45763,44492,34080
34504,43446,42913,43980
34494,43892,34805,42724
34605,35155,45333,33931
34739,35346,34632,44711
34667,45135,44682,34079
34520,35334,34633,44840
44329,38408,34646,34100
34672,35550,34760,34105
34522,35267,34757,34770
34529,35177,34696,34005
