GCC,Clang,Polygeist + MLIR,MLIR-DaCe
1.437946,1.397656,1.445859,1.360424
1.436246,1.395212,1.478020,1.352467
1.437900,1.463603,1.447883,1.352587
1.438696,1.461579,1.448526,1.350975
1.436832,1.466124,1.450238,1.348953
1.433340,1.463657,1.472252,1.349928
1.437722,1.463391,1.445944,1.34666
1.434034,1.461786,1.472806,1.348341
1.435055,1.463467,1.477442,1.348725
1.439565,1.462641,1.468719,1.348238
