GCC,Clang,Polygeist + MLIR,MLIR-DaCe
0.022367,0.023656,0.039011,0.024471
0.022300,0.023651,0.039145,0.019595
0.022151,0.023696,0.039044,0.019594
0.022243,0.023622,0.039026,0.019597
0.022092,0.023625,0.039070,0.019584
0.022229,0.023686,0.038986,0.019566
0.022284,0.023616,0.039026,0.019558
0.022304,0.023565,0.039016,0.019562
0.022160,0.023668,0.039011,0.019601
0.022161,0.023599,0.039097,0.019615
