GCC,Clang,Polygeist + MLIR,MLIR-DaCe
,12.079191,,
--- Clang ---,12.467695,,
,12.425318,,
--- MLIR ---,12.443123,,
,,,
--- SDFG OPT ---,,,
11.120578,,,
11.059631,,,
11.064617,,,
11.060639,,,
