GCC,Clang,Polygeist + MLIR,MLIR-DaCe
0.004555,0.004242,0.008643,0.008538
0.004583,0.004248,0.008646,0.008532
0.004567,0.004238,0.008646,0.008535
0.004586,0.004249,0.008643,0.008518
0.004556,0.004236,0.008640,0.008523
0.004567,0.004238,0.008643,0.008519
0.004588,0.004243,0.008643,0.00852
0.004580,0.004232,0.008646,0.008521
0.004575,0.004231,0.008643,0.008518
0.004551,0.004231,0.008641,0.008518
