GCC,Clang,Polygeist + MLIR,MLIR-DaCe
20089,21402,24366,18400
21847,18738,23519,17372
21633,17849,24093,17356
20224,17868,23503,17343
19419,17980,23852,18624
19312,17924,24083,18616
19287,17901,25005,17356
21608,17910,23478,18333
19452,21132,23851,18505
19159,17779,24619,19016
19458,18579,23475,19975
