GCC,Clang,Polygeist + MLIR,MLIR-DaCe
7085,4746,7078,5295
6978,4458,7031,5745
6970,4509,7005,5370
7048,4446,6984,5144
7015,4521,7020,5133
7023,4557,7051,5440
7115,4483,7079,5059
6995,4446,6994,5130
6974,4473,6990,5020
7003,4548,7027,5138
6982,4756,6977,5369
