GCC,Clang,Polygeist + MLIR,MLIR-DaCe
3026,3006,3716,3681
3013,3007,3766,3718
2999,3079,3702,3677
2982,3006,3691,3805
3020,3011,3734,3711
3033,3055,3721,3724
3039,3034,3673,3796
3027,3065,3757,3715
3046,3045,3757,3694
3046,3037,3693,3694
2994,3081,3700,3709
