GCC,Clang,Polygeist + MLIR,MLIR-DaCe
8.198759,4.340597,12.091020,11.120578
7.885183,4.413597,12.103598,11.059631
8.231841,4.403938,11.826533,11.064617
8.243511,4.423989,11.779311,11.060639
7.949408,4.734306,12.037515,11.057928
7.964520,4.483981,11.939196,11.056929
8.153407,4.513398,12.073930,12.079191
7.876186,4.551624,12.140313,12.467695
8.188091,4.708089,11.832229,12.425318
7.944600,4.400007,11.898521,12.443123
