GCC,Clang,Polygeist + MLIR,MLIR-DaCe
2902,2263,2662,2296
2909,2284,2687,2285
2896,2276,2665,2290
2901,2280,2692,2386
2889,2298,2648,2294
2963,2292,2677,2288
2921,2327,2675,2294
2930,2284,2716,2286
2925,2316,2679,2330
2914,2314,2669,2295
2924,2305,2685,2292
