GCC,Clang,Polygeist + MLIR,MLIR-DaCe
5848,5899,6949,7056
5858,5842,7003,7087
5842,5853,7009,7282
5855,5846,6947,7034
5886,5860,6933,7019
5822,5838,7014,7073
5819,5878,7016,7269
5833,5833,6942,7343
5834,5863,6938,7022
5846,5905,6941,7063
5836,5863,6989,7286
