GCC,Clang,Polygeist + MLIR,MLIR-DaCe
1.709787,1.722476,3.302586,1.732715
1.708860,1.717291,3.301243,1.726431
1.710724,1.714813,3.292357,1.728609
1.709990,1.714381,3.306982,1.726403
1.709891,1.715803,3.291655,1.723618
1.709437,1.699017,3.307437,1.724526
1.709627,1.712708,3.304195,1.724453
1.708938,1.699797,3.304176,1.723908
1.711115,1.712278,3.292508,1.723534
1.709468,1.720774,3.301028,1.72399
