GCC,Clang,Polygeist + MLIR,MLIR-DaCe
3.974124,3.930223,8.659713,4.540536
3.936881,3.917846,8.666298,4.528202
3.944177,3.924647,8.661013,4.53609
3.936104,3.917275,8.656864,4.556148
3.965703,3.930588,8.664392,4.553079
3.969672,3.917301,8.662300,4.552473
3.979475,3.924704,8.669178,4.553007
3.937172,3.917349,8.663378,4.554544
3.944731,3.926889,8.677943,4.550541
3.936663,3.944620,8.662648,4.552525
