GCC,Clang,Polygeist + MLIR,MLIR-DaCe
0.284118,0.271083,0.441685,0.354639
0.280896,0.269042,0.440197,0.306614
0.280670,0.272047,0.439339,0.308022
0.283196,0.269789,0.443036,0.305572
0.280780,0.272513,0.439700,0.307712
0.283346,0.269485,0.440462,0.305313
0.280806,0.271378,0.439139,0.307277
0.283085,0.268836,0.439818,0.306709
0.280712,0.272582,0.439462,0.30734
0.283161,0.269857,0.440719,0.306641
