GCC,Clang,Polygeist + MLIR,MLIR-DaCe
25.380695,28.673829,33.217397,35.106428
25.320411,36.209816,32.564669,24.802003
25.585472,33.749570,33.761264,24.651205
25.582575,34.295935,32.862035,24.564425
25.409511,34.242827,32.110092,24.763023
25.317137,33.050687,32.144753,24.999601
25.338241,33.286829,32.034291,24.738853
25.311804,33.541061,33.030689,24.605648
25.337342,34.179918,32.674248,24.685546
25.312567,33.981492,32.475696,24.630209
