GCC,Clang,Polygeist + MLIR,MLIR-DaCe
,11.495644,,
--- Clang ---,11.487095,,
,11.485055,,
--- MLIR ---,11.495488,,
,,,
--- SDFG OPT ---,,,
11.575679,,,
11.536467,,,
11.557676,,,
11.519677,,,
