GCC,Clang,Polygeist + MLIR,MLIR-DaCe
2.525107,2.559742,3.602298,2.691311
2.518875,2.557308,3.610612,2.685747
2.518993,2.543613,3.605246,2.67739
2.523416,2.556249,3.609195,2.67727
2.521141,2.548968,3.606602,2.677291
2.517915,2.544368,3.609643,2.677106
2.509224,2.553657,3.606112,2.677176
2.510902,2.560857,3.609598,2.677199
2.505525,2.558304,3.605858,2.676942
2.512366,2.544139,3.608695,2.677004
