GCC,Clang,Polygeist + MLIR,MLIR-DaCe
0.717537,0.717530,0.772035,0.75192
0.716787,0.721110,0.778423,0.745913
0.715700,0.720967,0.777024,0.74696
0.717377,0.721865,0.775069,0.744967
0.717485,0.720220,0.777217,0.742719
0.716331,0.717599,0.772096,0.742439
0.712978,0.721036,0.778255,0.742613
0.713123,0.721663,0.778200,0.742729
0.716968,0.717706,0.778551,0.742762
0.716475,0.722212,0.777875,0.74281
