GCC,Clang,Polygeist + MLIR,MLIR-DaCe
2.157178,2.000106,4.490149,2.303114
2.170554,1.986661,4.441504,2.295205
2.159358,2.041892,4.423127,2.292658
2.131637,2.236375,4.489127,2.292227
2.174357,2.040775,4.486653,2.286508
2.159086,1.992308,4.429003,2.2874
2.168932,2.039308,4.511319,2.284268
2.159313,2.035913,4.408501,2.279953
2.171417,1.987623,4.445001,2.284855
2.157116,1.994996,4.492417,2.280356
