GCC,Clang,Polygeist + MLIR,MLIR-DaCe
0.462456,0.454834,0.813289,0.471336
0.453487,0.446551,0.813505,0.463639
0.462312,0.450071,0.813786,0.465563
0.452981,0.446499,0.813411,0.46446
0.462434,0.450152,0.814093,0.46192
0.462329,0.446435,0.814980,0.46213
0.458178,0.450119,0.814720,0.462199
0.453034,0.446543,0.813940,0.462071
0.465597,0.450147,0.813475,0.462101
0.452793,0.446505,0.813692,0.462159
