GCC,G++,Clang,Clang++,MLIR,SDFG
33363,33370,33395,33569,37043,22725
33385,33369,33446,33532,36946,22657
33402,33466,33451,33379,36963,22649
33422,33373,33409,33525,36931,22671
33490,33473,33419,33399,36924,22628
33486,33407,33390,33392,37076,22625
33434,33357,33538,33660,37049,22625
33396,33417,33400,33448,36996,22673
33486,33396,33492,33516,36958,22649
33389,33384,33498,33450,36936,22867
33436,33341,33474,33392,37006,22616
