GCC,G++,Clang,Clang++,MLIR,SDFG
5321,5391,5234,5225,6947,3242
5096,5154,5446,5464,6942,3337
5093,5141,5153,5422,7025,3259
5127,5157,5138,5163,6899,3321
5120,5201,5197,5171,6935,3232
5120,5171,5512,5147,6950,3163
5089,5162,5113,5154,6919,3419
5165,5319,5172,5213,6946,3091
5115,5151,5162,5151,6949,3226
5150,5159,5115,5171,6969,3092
5159,5256,5154,5181,6951,3082
