GCC,G++,Clang,Clang++,MLIR,SDFG
11224,11453,11348,11475,11548,10663
11242,11429,11273,11339,11690,10745
11556,11492,11104,11485,11416,10991
11426,11236,11234,11274,11526,10664
11427,11557,11255,11383,11665,10859
11337,11141,11335,11457,11494,10610
11422,11389,11148,11189,11656,11188
11386,11274,11394,11445,11645,10811
11333,11215,11655,11130,11533,10766
11320,11357,11604,11515,11586,10793
11201,11244,11380,11455,11540,10746
