GCC,G++,Clang,Clang++,MLIR,SDFG
2356,2393,2397,2339,2676,1930
2372,2396,2366,2371,2648,1876
2347,2368,2378,2374,2657,1859
2362,2403,2358,2394,2679,1849
2316,2378,2369,2361,2678,1842
2371,2378,2387,2320,2668,1854
2402,2420,2329,2373,2699,1879
2339,2368,2352,2362,2645,1865
2344,2378,2337,2409,2650,1868
2309,2394,2384,2394,2654,1862
2424,2357,2366,2346,2660,1857
