GCC,G++,Clang,Clang++,MLIR,SDFG
14756,14764,13155,13165,16178,15973
14392,14391,12780,12755,16220,15972
14355,14388,12743,12753,15896,16042
14428,14429,13089,12735,16188,16091
14414,14404,12760,12791,16000,16052
14427,14523,12713,12724,15821,15912
14374,14744,12717,12769,15878,16013
14445,14412,12753,12734,15910,15955
14469,14416,12815,12764,15893,16434
14445,14446,12799,13133,15898,16079
14439,14488,12739,13170,15881,15977
