GCC,G++,Clang,Clang++,MLIR,SDFG
4284,4298,4305,4257,5848,3534
4269,4258,4293,4328,5883,3500
4242,4310,4287,4366,5881,3477
4255,4260,4259,4272,5904,3506
4304,4305,4315,4330,5910,3512
4263,4309,4360,4271,5912,3525
4251,4283,4354,4328,5871,3508
4309,4304,4317,4374,5898,3506
4338,4325,4295,4317,5909,3513
4290,4285,4307,4357,5964,3505
4240,4340,4324,4369,5908,3515
