GCC,G++,Clang,Clang++,MLIR,SDFG
4649,5006,4592,4663,5568,3749
4645,4911,4649,5089,5234,3765
4736,4630,4632,4650,5212,3794
4622,4631,4597,4632,5194,3750
4641,4728,4685,4636,5252,3794
4633,4704,4613,4597,5213,3786
4615,4678,4649,4631,5265,3769
4608,4660,4881,4615,5232,3798
5081,4656,4611,4611,5111,3760
4646,4691,4659,4651,5229,3745
4654,4760,5100,4631,5171,3770
