GCC,G++,Clang,Clang++,MLIR,SDFG
5614,5664,5660,5611,10255,5056
5561,5636,5607,5597,10270,5031
5622,5670,5585,5576,10287,5007
5649,5627,5584,5621,10240,5017
5590,5628,5584,5616,10251,5038
5593,5609,5598,5639,10304,5121
5558,5654,5621,5582,10307,5011
5645,5700,5595,5582,10274,5048
5572,5589,5571,5603,10291,5017
5629,5592,5626,5606,10282,5012
5612,5679,5579,5598,10246,5060
