GCC,G++,Clang,Clang++,MLIR,SDFG
3335,3367,3366,3333,3586,3157
3374,3327,3373,3402,3574,3156
3439,3337,3419,3393,3583,3070
3343,3349,3359,3368,3580,3083
3351,3360,3407,3361,3572,3080
3363,3348,3366,3362,3605,3079
3319,3386,3352,3386,3568,3077
3389,3376,3378,3347,3596,3074
3373,3372,3356,3357,3542,3069
3352,3344,3450,3358,3571,3061
3345,3367,3401,3375,3584,3069
