GCC,G++,Clang,Clang++,MLIR,SDFG
7289,7288,12018,12518,16028,
7217,7305,11951,11958,16358,
7240,7255,11983,11884,16090,
7473,7282,12198,11945,15974,
7311,7571,11986,11971,16090,
7411,7354,11995,12033,16119,
7278,7404,12125,11877,15987,
7194,7308,11867,12036,16244,
7234,7407,11950,11944,16386,
7453,7326,11968,11862,16421,
7303,7307,11948,11856,16169,
