GCC,G++,Clang,Clang++,MLIR,SDFG
12133,11739,12594,12463,15173,18421
12044,11855,12531,12072,15308,38472
12698,12285,13135,12787,15152,44340
13359,14111,12499,12656,14023,39882
12679,12042,12649,12213,14672,39553
12346,12114,12150,12698,14474,39866
12318,11938,12484,12575,14658,34485
12381,11749,12428,13111,14507,34482
12580,11868,12319,12272,14562,29479
12210,12527,12270,12715,14638,45234
12215,13295,12645,12615,15097,39422
