GCC,G++,Clang,Clang++,MLIR,SDFG
7540,7772,7685,7790,7665,6270
8023,8195,7273,7694,7575,5904
7893,7662,7622,8009,8040,6141
7495,7504,7818,8221,7843,6037
7502,7451,7628,7785,8173,6062
7499,7938,7183,7869,7764,5905
7911,7413,7971,7641,7975,6040
7768,7581,7523,8045,7765,6017
7847,7562,8219,7897,8214,6038
7712,8050,8085,7990,7763,6047
7621,7771,8010,7707,7776,5883
