GCC,G++,Clang,Clang++,MLIR,SDFG
4,4,3,4,4,1
3,5,4,4,4,1
4,3,3,4,4,1
4,3,3,4,4,1
4,4,3,4,4,1
3,5,3,4,4,1
4,6,3,4,4,2
3,5,4,4,4,1
3,4,3,4,4,1
4,5,3,4,4,1
3,5,3,4,4,1
