GCC,G++,Clang,Clang++,MLIR,SDFG
25,25,28,28,34,17
23,23,24,24,32,18
23,23,24,24,31,19
24,26,24,24,35,17
24,23,24,26,31,19
23,23,24,24,32,17
23,23,23,24,32,18
25,24,23,24,32,16
24,24,24,24,32,18
24,24,24,25,31,16
24,23,25,24,31,19
