GCC,G++,Clang,Clang++,MLIR,SDFG
3888,4255,13822,13426,13297,17994
3990,13685,13453,13284,13553,9100
4007,17599,17593,17445,16843,4416
4052,16874,13907,13165,5765,9921
3992,17437,17277,13266,17738,6003
3940,17545,13450,13382,7137,5701
3874,17200,17256,17316,14235,9492
4110,17130,14044,13376,6398,9284
17391,16842,17404,17559,17657,5720
17409,13336,13480,13991,6225,10296
17591,17095,17132,17454,17563,5994
