GCC,G++,Clang,Clang++,MLIR,SDFG
11234,13849,36253,35738,31698,47449
14010,11678,34202,35965,31532,20798
11446,16577,40594,35272,31793,32150
12947,41439,35847,36985,31667,17472
11421,45229,39623,35662,33149,47560
11331,45359,36221,36158,32053,17816
15902,44788,34246,35635,26562,37473
12451,45228,35699,34786,25663,18443
17877,44609,35279,35841,36760,43945
11856,44746,35355,35990,36800,43853
13905,43932,35076,30010,36158,31169
