GCC,G++,Clang,Clang++,MLIR,SDFG
19,18,18,18,23,10
15,15,15,16,21,10
16,15,15,16,21,11
15,16,16,16,23,9
15,15,15,16,21,8
16,16,15,16,21,9
16,15,15,15,21,9
15,16,15,16,21,11
15,16,15,16,21,10
17,16,15,15,21,11
17,15,15,15,21,9
