GCC,G++,Clang,Clang++,MLIR,SDFG
1708,1698,1638,1686,1772,1325
1794,1716,1630,2065,2089,1171
1641,1704,1656,1655,2123,1165
1707,1742,1640,1664,2020,1196
1643,1849,1662,2152,2015,1169
1670,1729,2093,1612,1777,1153
1674,1810,2107,1661,1794,1191
1642,1708,1711,1717,2023,1171
1926,2106,1856,2057,1843,1161
1792,1821,1671,1666,1783,1165
1664,2058,1751,1883,1783,1177
