GCC,G++,Clang,Clang++,MLIR,SDFG
2821,2829,2828,2827,3550,2712
2807,2846,2805,2794,3538,2581
3197,2834,2844,2791,3527,2606
2789,2840,2843,2779,3527,2611
2778,2819,3146,2828,3611,2603
2799,2810,2877,2864,3540,2595
2813,2864,2805,2804,3492,2539
2804,2831,2837,2797,3530,2546
2791,2815,3291,2753,3516,2606
2799,2800,2839,2793,3577,2560
2813,2818,2896,2794,3515,2566
