GCC,G++,Clang,Clang++,MLIR,SDFG
33613,32637,21414,21461,27051,21854
32585,32349,21679,22169,26827,21372
33030,32174,22064,21530,26726,21793
32749,32363,22312,21568,28174,21982
32731,32365,21372,22103,27297,21848
32766,32383,22478,21748,26320,21902
32888,32732,22352,21667,26566,21633
33086,32494,23302,21321,27032,21957
32925,32196,21731,22040,26732,21867
32268,32402,21854,21306,27306,23305
32370,32464,21753,21360,26141,21487
