GCC,G++,Clang,Clang++,MLIR,SDFG
4805,4744,4309,4577,7073,4148
4263,4474,4239,4281,7125,3842
4824,4421,4239,4273,7027,3812
4437,4277,4270,4258,7130,3954
4342,4334,4646,4262,7065,3830
4353,4418,4235,4483,7497,3880
4333,4260,4250,4256,7364,3866
4330,4304,4252,4229,7049,3874
4343,4314,4614,4671,7123,3898
4330,4318,4272,4354,7186,4087
4317,4312,4315,4358,7070,3798
