GCC,G++,Clang,Clang++,MLIR,SDFG
26,25,26,26,24,15
23,23,23,24,22,16
23,23,23,23,22,17
23,22,23,23,22,15
23,23,23,23,26,21
22,23,23,24,22,15
22,23,23,23,21,15
23,23,24,30,22,15
22,23,23,24,21,15
22,22,23,24,22,15
23,23,23,24,22,15
