GCC,G++,Clang,Clang++,MLIR,SDFG
3845,3710,3733,5188,4723,2571
3709,3794,4626,4699,5114,2561
3743,3817,3738,5364,4234,2484
3786,5145,3795,5142,4491,2539
4829,3809,3810,4504,4762,2556
3680,4103,3850,5040,4301,2586
3805,4267,3742,4408,4328,2675
5220,3818,4074,4842,4747,2624
3933,4929,4149,3818,4297,2746
3755,5168,5449,3768,4386,2508
4470,5023,4288,3846,5432,2634
