GCC,G++,Clang,Clang++,MLIR,SDFG
22574,22943,21474,21733,23844,14857
21689,21229,21561,21834,24666,14792
21803,22009,21462,21520,25258,14756
21792,23072,22188,21360,25185,14969
23016,21533,21873,22267,23682,14831
23272,21623,21924,22953,25102,14825
22029,21862,21945,22783,23619,14798
22997,21503,22074,22952,23607,14743
21934,21398,21935,21538,24378,14768
22507,21894,21973,23000,23803,14806
22093,21431,21426,21267,23636,14752
