GCC,G++,Clang,Clang++,MLIR,SDFG
14,14,15,15,14,9
13,13,13,13,12,8
13,13,13,13,13,10
13,12,12,13,13,8
13,13,12,13,13,10
13,13,13,13,13,8
13,13,12,13,12,11
12,12,12,13,12,8
14,12,13,13,12,9
12,13,12,13,12,8
13,13,13,12,13,10
