GCC,G++,Clang,Clang++,MLIR,SDFG
6376,5683,5709,5599,6166,4510
5512,5794,5839,5884,6311,4228
5585,5609,6145,5814,5868,4434
6844,5679,7012,5586,5791,4349
5853,6973,5677,5621,5613,4227
5681,6828,5820,6016,6897,4279
5631,6257,5614,6568,6320,4252
6980,7825,5695,5565,6287,4305
5818,6317,5710,6235,6643,4501
5643,6545,5652,5648,6217,4230
5658,5724,5891,6243,5996,4334
