GCC,G++,Clang,Clang++,MLIR,SDFG
3314,4190,2278,4186,3148,1842
2330,2474,4168,2563,3408,1715
2622,4298,4285,4295,3765,1636
4345,4401,2355,4318,3334,1677
4005,4110,3268,2354,4045,1654
2708,4241,4299,3316,4681,1716
2361,2237,4153,4359,4740,1633
3354,4256,2247,2373,2804,1626
4151,4219,4211,2478,3371,1679
2676,2303,4243,4404,3591,1667
4216,2653,2221,2825,3570,1636
