GCC,G++,Clang,Clang++,MLIR,SDFG
6,6,6,6,9,1
6,6,5,6,9,1
6,6,6,6,9,1
5,5,5,6,8,1
5,5,6,6,9,1
5,5,6,6,8,1
6,5,6,6,8,1
5,5,6,6,9,1
5,5,5,6,8,1
6,6,6,6,9,1
6,5,5,6,8,1
