GCC,G++,Clang,Clang++,MLIR,SDFG
1796,2538,2024,2110,2175,2043
2350,1875,1917,2298,2499,1943
2422,2450,2273,1848,2037,1567
2427,2176,1927,1929,1939,1592
2003,1979,2176,2107,2444,1457
2428,2020,1805,1878,2567,1783
2359,1988,2442,1838,1965,1830
2383,1936,2017,2404,2252,1516
2005,2033,1842,2652,2134,1809
2648,2007,1885,1749,1972,1461
2569,2318,2335,2419,2148,1471
