GCC,G++,Clang,Clang++,MLIR,SDFG
41,27,39,28,40,28
38,24,37,26,38,29
37,24,37,26,38,24
38,24,38,25,38,21
39,24,41,26,37,34
37,24,37,25,35,25
37,24,37,25,37,22
35,23,37,25,35,20
35,24,37,25,35,26
39,24,38,25,35,24
36,24,37,26,35,26
