GCC,G++,Clang,Clang++,MLIR,SDFG
2681,7057,3640,5174,4893,6026
6917,2774,5124,3290,5597,6467
2529,4199,5210,3488,2919,5056
4406,4247,5084,4492,4657,6620
4133,6443,5607,4180,4277,5080
3138,4173,5349,4720,4755,6166
4714,6439,6256,3906,5471,5148
5076,4056,5958,4921,3293,4918
2864,6949,6627,4129,5408,5775
3913,4197,6020,4884,4373,6665
3980,7176,6372,4457,4686,6572
