GCC,Clang,Polygeist + MLIR,MLIR-DaCe
27.062297,27.063212,30.620639,30.655498
27.066046,27.066537,30.623533,30.650928
27.064446,27.065574,30.619414,30.651527
27.064074,27.066024,30.636542,30.649332
27.063658,27.065749,30.638088,30.644589
27.067146,27.062314,30.637047,30.643419
27.066716,27.063688,30.624435,30.644507
27.066977,27.062437,30.625551,30.64453
27.067129,27.064987,30.628526,30.644368
27.065061,27.060461,30.622213,30.646168
