GCC,Clang,Polygeist + MLIR,MLIR-DaCe
2.529286,1.957346,2.440252,2.780654
2.517483,1.986258,2.439887,2.771505
2.536557,1.956620,2.444400,2.766222
2.519320,1.944756,2.447730,2.766209
2.535386,1.963282,2.440032,2.764529
2.510812,1.977327,2.437319,2.764821
2.534555,1.966934,2.441917,2.764164
2.520338,1.945582,2.436769,2.765694
2.534280,1.973919,2.441650,2.763137
2.508301,1.941382,2.438735,2.764556
