GCC,Clang,Polygeist + MLIR,MLIR-DaCe
2.585782,2.587053,5.299541,2.568571
2.568654,2.575305,5.299755,2.556037
2.624328,2.591373,5.298026,2.555627
2.606936,2.568835,5.299515,2.55503
2.599718,2.592801,5.297811,2.555312
2.603620,2.570641,5.299574,2.554184
2.580848,2.596912,5.297804,2.550519
2.605922,2.570611,5.303083,2.550836
2.575316,2.594023,5.297371,2.554346
2.585816,2.569554,5.304064,2.550547
