GCC,G++,Clang,Clang++,MLIR,SDFG
42,42,43,44,42,37
42,42,43,44,42,37
42,42,43,44,42,37
42,42,43,44,42,36
42,42,43,44,42,37
41,42,43,44,42,36
41,42,43,45,42,37
41,42,43,45,42,36
43,42,43,44,43,37
42,42,43,44,42,37
41,42,44,44,42,36
