GCC,G++,Clang,Clang++,MLIR,SDFG
9,8,7,8,8,6
9,8,7,8,8,6
8,8,7,8,8,6
7,9,7,9,8,6
7,9,7,8,8,6
7,8,7,8,8,6
7,8,7,8,8,6
8,8,7,8,8,6
7,8,7,8,8,6
8,8,7,8,9,6
7,8,7,8,8,6
