GCC,G++,Clang,Clang++,MLIR,SDFG
32,32,31,31,26,19
31,33,31,32,27,19
32,32,30,31,26,19
32,32,31,31,26,19
31,32,30,31,26,19
32,32,30,32,26,19
32,32,30,31,27,19
31,32,30,31,26,19
33,32,31,31,26,19
31,32,30,31,26,19
31,32,30,31,26,19
