GCC,G++,Clang,Clang++,MLIR,SDFG
17765,17736,18838,18800,26572,21656
17703,17778,18894,18745,26609,21547
17662,17790,18846,18804,26629,21653
17648,17803,18803,18671,26682,21698
17741,17794,18861,18945,26535,21679
17666,17752,18880,18953,26587,21706
17740,17714,18988,18823,26498,21617
17737,17748,19007,18875,26528,21713
17776,17801,19008,18888,26553,21540
17730,17750,18944,18889,26655,21744
17816,17876,18862,19027,26616,21697
