GCC,G++,Clang,Clang++,MLIR,SDFG
2720,2711,2704,2700,3005,3316
2702,2721,2706,2701,3006,3271
2721,2719,2718,2728,3021,3271
2716,2727,2701,2692,3007,3253
2734,2714,2705,2702,2999,3267
2723,2736,2714,2680,3011,3242
2724,2716,2676,2706,3000,3270
2720,2715,2707,2728,2997,3290
2718,2728,2737,2701,3038,3245
2737,2729,2710,2711,3021,3274
2730,2732,2701,2725,3008,3219
