GCC,G++,Clang,Clang++,MLIR,SDFG
11737,11849,11891,11828,12190,16991
11821,11986,11978,11918,12162,16257
11774,11890,12036,11823,12165,16281
11758,11869,11870,11916,12215,16522
11893,11885,11836,11892,12206,16207
11751,11869,11867,11881,12192,16157
11829,11830,11927,11917,12306,16250
11791,11978,11943,12115,12176,16262
11773,12017,11873,11836,12186,16471
11860,11881,11830,11934,12245,16479
11818,11891,11826,11974,12204,16370
