GCC,G++,Clang,Clang++,MLIR,SDFG
19505,19507,12000,12008,22254,21226
19490,19526,11991,11995,22259,21374
19546,19528,12076,11983,22294,21208
19553,19531,11966,12059,22288,21397
19495,19506,12009,12006,22281,21209
19527,19514,11985,12010,22282,21214
19543,19560,11990,11999,22299,21216
19495,19538,11981,12003,22282,21393
19520,19540,12066,12002,22312,21359
19489,19541,11975,11997,22270,21233
19517,19547,11983,12023,22265,21306
