GCC,G++,Clang,Clang++,MLIR,SDFG
2480,2403,2414,2393,2719,2720
2486,2397,2431,2420,2726,2754
2480,2408,2403,2411,2687,2729
2489,2405,2394,2406,2703,2722
2489,2417,2402,2403,2709,2715
2506,2413,2402,2422,2712,2729
2500,2392,2430,2408,2720,2771
2511,2402,2416,2395,2720,2713
2511,2411,2411,2402,2728,2754
2513,2411,2412,2419,2710,2732
2523,2399,2400,2400,2711,2744
